unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
MENA,OMN,Oman,HIB3,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,97.0,,
ROSA,PAK,Pakistan,HIB3,86,85,83.0,80.0,84.0,80.0,75.0,75.0,72.0,69.0,65.0,64.0,63.0,52.0,52.0,,,,,,,,,
EAPR,PLW,Palau,HIB3,92,86,89.0,89.0,93.0,92.0,95.0,98.0,89.0,99.0,99.0,89.0,85.0,66.0,48.0,92.0,95.0,98.0,98.0,98.0,94.0,90.0,93.0,96.0
LACR,PAN,Panama,HIB3,66,82,87.0,74.0,88.0,88.0,81.0,86.0,73.0,80.0,80.0,85.0,87.0,94.0,85.0,86.0,85.0,88.0,92.0,95.0,98.0,99.0,99.0,
EAPR,PNG,Papua New Guinea,HIB3,35,37,32.0,40.0,35.0,35.0,36.0,46.0,49.0,52.0,59.0,57.0,58.0,55.0,64.0,,,,,,,,,
LACR,PRY,Paraguay,HIB3,71,69,70.0,79.0,86.0,88.0,91.0,92.0,92.0,93.0,90.0,91.0,91.0,91.0,85.0,87.0,88.0,92.0,93.0,92.0,86.0,,,
LACR,PER,Peru,HIB3,84,82,82.0,72.0,88.0,89.0,89.0,90.0,90.0,88.0,88.0,95.0,91.0,93.0,93.0,93.0,93.0,94.0,94.0,96.0,41.0,40.0,38.0,43.0
EAPR,PHL,Philippines,HIB3,89,84,69.0,83.0,84.0,84.0,84.0,84.0,74.0,79.0,84.0,89.0,14.0,2.0,,,,,,,,,,
Non-programme,POL,Poland,HIB3,94,94,94.0,94.0,95.0,95.0,96.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,98.0,88.0,31.0,22.0,,,,,
Non-programme,PRT,Portugal,HIB3,99,99,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,96.0,97.0,97.0,97.0,93.0,95.0,99.0,94.0,90.0,86.0
